Index, Unfiltered_temps, Filtered_temps
249, 618, 19
250, -553, -6
251, -1966, -4
252, -603, -2
253, -125, 18
254, -788, -12
255, -1123, -24
256, -769, 4
257, -699, 5
258, -724, 0
259, -1803, -13
260, -1967, 18
261, -1269, 36
262, -1410, -9
263, -3582, -23
264, -2157, 1
265, -1015, 25
266, -3260, -2
267, -3256, -19
268, -3459, -1
269, -1499, 7
270, -2809, -3
271, -4393, -10
272, -3363, 17
273, -1139, 17
274, -2611, -13
275, -3991, -29
276, -2820, -5
277, -2023, 24
278, -3019, 4
279, -3954, -10
280, -3212, -2
281, -1388, 14
282, -1904, -2
283, -3728, -22
284, -1804, 1
285, -972, 10
286, -1844, 0
287, -3031, -5
288, -1432, 1
289, -445, 4
290, -2183, 5
291, -2768, -9
292, -1104, -8
293, -74, 7
294, 526, 8
295, -2186, -22
296, -944, 3
297, -39, 23
298, 50, -9
299, -1922, -16
300, -699, -10
301, 581, 22
302, 594, 1
303, -45, -24
304, 1471, -8
305, 1282, 26
306, 425, 3
307, 340, -36
308, 1407, 1
309, 2866, 14
310, 1425, -2
311, 636, -17
312, 1644, -14
313, 3340, 36
314, 2911, 7
315, 1075, -24
316, 1972, 4
317, 3574, 15
318, 2679, 0
319, 2515, -19
320, 2768, 5
321, 4015, 19
322, 2624, -11
323, 2169, -23
324, 2698, 0
325, 3434, 14
326, 3503, 21
327, 1988, -23
328, 2825, -4
329, 3709, 9
330, 2462, 10
331, 1971, -22
332, 2583, -12
333, 3992, 10
334, 2485, 6
335, 1249, -8
336, 1895, 11
337, 3786, 5
338, 1533, -11
339, 818, -14
340, 1378, 0
341, 3567, 42
342, 1653, -3
343, 1350, -18
344, 1049, -4
345, 2339, 19
346, 872, 10
347, -284, -21
348, 174, -9
349, 1494, 14
350, -122, -2
351, -1157, -6
352, -1053, -3
353, 1308, 16
354, -250, -5
355, -2231, -12
356, -751, -4
357, -1437, 8
358, -1483, 10
359, -3587, -14
360, -2026, -1
361, -596, 26
362, -1908, -6
363, -3388, -14
364, -2096, -3
365, -1958, 21
366, -2202, 0
367, -3496, -17
368, -2830, -5
369, -1048, 26
370, -2825, -8
371, -4298, -18
372, -2611, -9
373, -1507, 50
374, -3027, -4
375, -3762, -6
376, -3892, -8
377, -2495, 17
378, -3244, -4
379, -4215, -15
380, -2324, -4
381, -1659, 20
382, -2359, -3
383, -3639, -17
384, -2213, -13
385, -1101, 27
386, -1590, 14
387, -2799, -20
388, -2953, 7
389, -537, 1
390, -2183, 4
391, -2773, -26
392, -1665, 0
393, -507, 48
394, -1792, 4
395, -2243, -36
396, -742, 3
397, -357, 6
398, -87, 3
399, -691, -32
400, 94, -10
401, 940, 24
402, 315, -3
403, -1436, -25
404, 481, 3
405, 2437, 20
406, 1960, 0
407, 118, -10
408, 1737, -10
409, 2880, 12
410, 2299, -1
411, 619, -18
412, 1081, 8
413, 3355, 30
414, 2979, 1
415, 1023, -22
416, 2235, -2
417, 3122, 14
418, 2671, 6
419, 1709, -13
420, 2735, -30
421, 4646, 23
422, 2758, -3
423, 3105, -13
424, 2832, 2
425, 4572, 17
426, 2588, -6
427, 1072, -17
428, 3430, 2
429, 3891, 4
430, 2170, 5
431, 2328, -7
432, 2099, 4
433, 3053, 13
434, 3205, 0
435, 1241, -30
436, 2055, -4
437, 3994, 22
438, 2081, 11
439, 1205, -22
440, 1693, 0
441, 2071, 15
442, 1486, 5
443, 659, -22
444, 720, -15
445, 2536, 20
446, 449, 14
447, -175, -36
448, 1171, -2
449, 921, 10
450, -93, 0
451, -1082, -18
452, -114, -5
453, 450, 46
454, -429, -8
455, -2225, -3
456, -1922, -7
457, -230, 22
458, -1626, -7
459, -2574, -29
460, -2241, 20
461, -1637, 19
462, -1175, -14
463, -3032, -4
464, -1973, -8
465, -1169, 7
466, -1920, 9
467, -2896, -21
468, -2709, -14
469, -1650, 50
470, -2883, -2
471, -4555, -13
472, -2757, -2
473, -2280, 14
474, -2886, 0
475, -3676, -20
476, -3795, -7
477, -2780, 23
478, -3726, -7
479, -4168, -15
480, -3130, 18
481, -1558, 16
482, -3529, -5
483, -3487, -17
484, -2286, 2
485, -569, 15
486, -3068, 6
487, -3349, -18
488, -2916, -9
489, -359, 21
490, -1731, 2
491, -3013, -11
492, -1378, -5
493, -544, 8
494, -450, 11
495, -1658, -18
496, -712, -1
497, 921, 13
498, -370, 3
499, -1478, -20
500, 161, -8
501, 1724, 15
502, 675, -2
503, -1737, -26
504, 1950, 4
505, 2661, 13
506, 834, 10
507, 531, -6
508, 381, -12
509, 3372, 10
510, 1850, -5
511, 321, -14
512, 2798, 0
513, 3323, 22
514, 2900, -12
515, 1282, -14
516, 1741, 3
517, 2713, 28
518, 2193, -12
519, 1984, -2
520, 3158, -22
521, 4146, 27
522, 2668, 2
523, 1697, -21
524, 3913, 0
525, 4413, 9
526, 2908, 7
527, 2475, -15
528, 2432, -6
529, 3569, 20
530, 3764, -3
531, 1757, -23
532, 3664, 0
533, 4070, 44
534, 2418, 2
535, 789, -76
536, 2260, 17
537, 3367, 25
538, 1657, -6
539, 1507, -13
540, 2095, -18
541, 3212, 25
542, 1079, -1
543, 442, -28
544, 2204, 9
545, 2082, 17
546, 834, 20
547, -1204, -16
548, -674, -9
549, 1290, 6
550, 421, -4
551, 45, -10
552, -522, 6
553, 70, 18
554, -876, -7
555, -2451, -48
556, -733, 10
557, -463, 18
558, -1898, -5
559, -2229, -30
560, -887, -11
561, 95, 14
562, -3210, 10
563, -2536, -20
564, -1465, 11
565, -1611, 20
566, -3203, -6
567, -3175, -26
568, -3268, -1
569, -1978, 18
570, -2694, -7
571, -3831, -9
572, -2589, 0
573, -2117, 19
574, -2742, -12
575, -3033, -36
576, -3727, 30
577, -2002, 17
578, -2718, 2
579, -4610, -30
580, -2959, -16
581, -1857, 17
582, -3288, 12
583, -4222, 2
584, -1599, -4
585, -1923, 9
586, -2219, -4
587, -2004, -23
588, -1068, 7
589, -1407, 26
590, -1583, -8
591, -1917, -13
592, -1231, 9
593, -385, 18
594, -1366, -24
595, -2352, -22
596, -46, 20
597, 1304, 12
598, -430, -9
599, -572, -6
600, -300, -6
601, 2287, 14
602, -545, 3
603, 268, -16
604, 930, 2
605, 1540, 9
606, 802, -1
607, 388, -4
608, 1032, -13
609, 1888, 15
610, 1225, 6
611, 950, -22
612, 1177, 4
613, 3428, 20
614, 2659, -5
615, 1976, -23
616, 2356, 13
617, 3427, 4
618, 2366, -5
619, 1818, -5
620, 3372, 16
621, 4730, 1
622, 3355, -2
623, 2167, -8
624, 1903, 1
625, 4012, 13
626, 3317, -5
627, 1791, -24
628, 2415, 8
629, 4399, 25
630, 3116, -6
631, 1254, -12
632, 2610, -11
633, 3096, 27
634, 1801, -36
635, 1306, -14
636, 2381, 3
637, 2832, 11
638, 1462, -1
639, 1311, -9
640, 1425, -1
641, 2668, 20
642, 923, -3
643, -40, -11
644, 859, -11
645, 1602, 21
646, 635, 5
647, -21, -8
648, 308, -5
649, 1347, 18
650, 494, -9
651, -2509, -19
652, -35, 5
653, 768, 26
654, -1160, 4
655, -1675, -14
656, -1823, -18
657, -439, 16
658, -1627, 5
659, -2113, -18
660, -1883, -8
661, -1141, 50
662, -2187, 12
663, -3744, -42
664, -1602, 2
665, -1275, 11
666, -2884, -6
667, -3047, -13
668, -1284, 5
669, -1616, 13
670, -2868, -7
671, -4863, -7
672, -2623, -3
673, -3105, 19
674, -3369, -5
675, -4599, -18
676, -2494, -1
677, -1351, 12
678, -2614, -1
679, -4031, -9
680, -3476, -2
681, -1676, 17
682, -3800, 14
683, -3719, -36
684, -1819, 6
685, -1125, 22
686, -2931, -5
687, -2886, -20
688, -2729, -20
689, -1040, 15
690, -1840, -1
691, -2810, -6
692, -1717, 0
693, 283, 12
694, -1154, -1
695, -1379, -25
696, -810, 16
697, 430, 13
698, -84, -12
699, -923, -13
700, -693, 2
701, 1435, 15
702, 121, 0
703, -400, -28
704, 737, 9
705, 1820, 3
706, 1141, -2
707, 906, -22
708, 1125, 9
709, 2553, 25
710, 858, 4
711, 171, -19
712, 1964, -10
713, 2710, 18
714, 2791, -16
715, 1717, -15
716, 2379, 13
717, 4555, 22
718, 2784, -8
719, 1437, -9
720, 2820, -9
721, 3390, 30
722, 3184, 0
723, 1281, -36
724, 3666, -5
725, 4357, 23
726, 3839, -4
727, 2141, -11
728, 3143, -4
729, 3283, 26
730, 3129, 6
731, 1757, -11
732, 2643, -10
733, 3777, 20
734, 2856, -4
735, 1217, -16
736, 2876, -2
737, 3370, 12
738, 1747, 0
739, 1503, -5
740, 1539, -2
741, 2234, 19
742, 1589, -18
743, -96, -22
744, 1469, 2
745, 1736, 10
746, 487, 6
747, 65, -14
748, 513, -6
749, 1148, 54
750, -49, -1
751, -607, -22
752, -1078, 0
753, 694, 9
754, -181, 4
755, -711, -54
756, -1363, 8
757, 19, 34
758, -1954, 8
759, -1700, -18
760, -2079, -1
761, -571, 4
762, -1668, 3
763, -2722, -16
764, -2888, -1
765, -1137, 17
766, -2332, 3
767, -2922, -20
768, -2742, 10
769, -2304, 15
770, -2225, -7
771, -4219, -8
772, -2539, -4
773, -994, 10
774, -2176, 3
775, -3955, -21
776, -3274, 6
777, -1770, 24
778, -2710, -5
779, -4169, -9
780, -2473, 1
781, -2140, 13
782, -2523, -3
783, -3835, -9
784, -3130, -15
785, -1318, 15
786, -2281, 4
787, -2737, -1
788, -1245, -9
789, -434, 16
790, -2125, -12
791, -2590, -5
792, -1499, -8
793, 64, 18
794, -1936, 3
795, -2398, -22
796, -174, -12
797, 836, 17
798, -261, 1
799, -2157, -7
800, -444, -3
801, 1340, 5
802, 663, 6
803, -542, -50
804, 1299, 1
805, 1609, 25
806, 1359, 6
807, -522, -21
808, 920, -20
809, 1667, 15
810, 2096, 2
811, 1421, -38
812, 1100, 8
813, 2770, 12
814, 1897, 5
815, 477, -18
816, 1789, -10
817, 4109, 15
818, 3040, -3
819, 1746, -13
820, 3207, 8
821, 3930, 19
822, 3335, -9
823, 1650, -34
824, 2952, -1
825, 3376, 22
826, 3191, -11
827, 3109, -21
828, 2721, 11
829, 3415, 24
830, 2347, 3
831, 1996, -30
832, 2724, -7
833, 3854, 18
834, 1859, 4
835, 1763, -18
836, 1961, 9
837, 3442, 22
838, 2390, 5
839, 634, -26
840, 1814, -5
841, 2622, 5
842, 1494, 11
843, 423, -1
844, 1379, -8
845, 1896, 32
846, 910, 0
847, -179, -25
848, -59, -8
849, 1216, 48
850, -161, 5
851, -1153, -18
852, -178, 3
853, 411, 13
854, -1243, 0
855, -1507, -23
856, -1737, -2
857, 885, 10
858, -2117, 3
859, -2549, 2
860, -838, -3
861, -1402, 16
862, -2025, -7
863, -4094, -12
864, -1927, 1
865, -765, 20
866, -3548, -10
867, -3707, -10
868, -3079, -6
869, -1237, 19
870, -2490, 8
871, -4628, -42
872, -3582, -1
873, -1716, 14
874, -3572, -1
875, -3308, -15
876, -3506, 2
877, -1672, 26
878, -2644, 1
879, -4019, -13
880, -3126, -7
881, -1662, 16
882, -2918, -4
883, -3975, -14
884, -2828, 4
885, -1671, 16
886, -2950, -8
887, -2988, -10
888, -2097, -24
889, -752, 64
890, -924, -13
891, -2498, -34
892, -1385, 13
893, -1270, 8
894, -996, 2
895, -600, -29
896, 71, 7
897, 642, 27
898, -691, -15
899, -1325, -16
900, 257, -5
901, 905, 26
902, 460, 7
903, 342, -50
904, 782, -8
905, 1699, 21
906, 767, -8
907, 353, -5
908, 1545, -9
909, 2645, 38
910, 1821, 3
911, 690, -18
912, 2426, -4
913, 2816, 19
914, 2496, 0
915, 912, -17
916, 3014, -1
917, 4246, 15
918, 4045, -16
919, 1299, -12
920, 2002, -1
921, 3928, 16
922, 3626, 10
923, 2193, -17
924, 2284, -3
925, 4088, -4
926, 2829, -3
927, 2073, 1
928, 3143, 8
929, 3760, 15
930, 2486, -8
931, 1590, -21
932, 2604, 2
933, 2780, 10
934, 2747, 0
935, 1527, -5
936, 1505, -2
937, 3160, 11
938, 1665, -6
939, -404, -15
940, 3809, 1
941, 2232, 17
942, 854, 4
943, -331, -19
944, 1520, 12
945, 1898, 9
946, 333, 1
947, 263, -27
948, -341, 3
949, 2221, 21
950, 270, 17
951, -353, -27
952, -854, -31
953, 570, 15
954, -326, 11
955, -1874, -32
956, -1322, -20
957, -661, 17
958, -1577, -2
959, -2333, -14
960, -919, 3
961, -1915, 14
962, -1986, -4
963, -3208, -16
964, -2069, 2
965, -1734, 7
966, -2835, 8
967, -3807, -10
968, -2907, -9
969, -1350, 18
970, -3458, -4
971, -3635, -35
972, -2076, 33
973, -2215, 11
974, -3248, -8
975, -3596, -24
976, -3350, 8
977, -1186, 32
978, -3230, -14
979, -3441, -7
980, -2881, -15
981, -1646, 27
982, -3637, -2
983, -3521, -16
984, -2393, -24
985, -1814, 30
986, -2023, 5
987, -3604, -15
988, -2289, -1
989, -1223, 10
990, -1821, -2
991, -2544, -12
992, -2035, 13
993, -271, -1
994, -310, 1
995, -2205, -15
996, -803, 5
997, 139, 13
998, -135, -3
999, -1301, -17
1000, 584, -2
1001, 874, 23
1002, 1133, -10
1003, -962, -26
1004, 1613, 11
1005, 1173, 18
1006, 932, -7
1007, 223, -12
1008, 685, -8
1009, 3283, 26
1010, 1650, -12
1011, 458, -10
1012, 931, -1
1013, 3935, 18
1014, 2205, -14
1015, 888, -13
1016, 2762, 4
1017, 4002, 12
1018, 3369, 7
1019, 1549, -20
1020, 3267, -1
1021, 4584, 13
1022, 3785, 1
1023, 1895, -28
1024, 3530, -16
1025, 4337, 16
1026, 2588, 12
1027, 1419, -20
1028, 3565, -2
1029, 3884, 10
1030, 1848, 2
1031, 2370, -20
1032, 4499, 7
1033, 3884, 8
1034, 2073, 10
1035, 1764, -25
1036, 1764, 13
1037, 3205, 4
1038, 1898, -1
1039, 1402, -14
1040, 2427, -9
1041, 2276, 29
1042, 2230, 2
1043, 1169, -20
1044, 1562, -15
1045, 2736, 30
1046, 848, 0
1047, -785, -24
1048, 103, 2
1049, 875, 18
1050, -206, 5
1051, -320, -54
1052, -175, -2
1053, 424, 18
1054, -909, 6
1055, -1726, -24
1056, -1940, 5
1057, -512, 20
1058, -998, -6
1059, -1838, -24
1060, -1005, 10
1061, -481, 13
1062, -3152, -19
1063, -3174, -12
1064, -1518, 22
1065, -1047, 30
1066, -2171, -11
1067, -3635, -12
1068, -2981, -9
1069, -1781, 16
1070, -2492, -3
1071, -3804, -11
1072, -3049, 5
1073, -1267, 3
1074, -3363, 3
1075, -3747, -11
1076, -2382, -1
1077, -1883, 44
1078, -2803, -4
1079, -4217, -46
1080, -2880, -4
1081, -1196, 11
1082, -2942, -3
1083, -2926, -2
1084, -3258, 3
1085, -1398, 15
1086, -2316, -3
1087, -2659, -14
1088, -1319, -14
1089, -470, 10
1090, -1973, 5
1091, -2438, -7
1092, -1759, 8
1093, -305, 18
1094, -1725, -22
1095, -2178, -20
1096, -1048, 8
1097, 169, 18
1098, -161, 3
1099, -923, -36
1100, 119, -6
1101, 2209, 14
1102, 323, 4
1103, -693, -16
1104, 1568, -4
1105, 2260, 24
1106, 2010, -9
1107, 408, -16
1108, 1414, 6
1109, 2389, 14
1110, 1742, -1
1111, 857, -22
1112, 1424, -2
1113, 3688, 24
1114, 1983, -4
1115, 1010, -5
1116, 2387, -10
1117, 3221, 13
1118, 3416, -4
1119, 1998, -13
1120, 2611, 6
1121, 3927, 18
1122, 1947, -6
1123, 2432, -14
1124, 3162, -6
1125, 4510, 19
1126, 2591, -5
1127, 1828, -15
1128, 2580, -1
1129, 3894, 13
1130, 2942, 3
1131, 2392, -28
1132, 3247, -3
1133, 3820, 50
1134, 1320, -8
1135, 283, -27
1136, 1941, 5
1137, 3084, 14
1138, 1178, 9
1139, 1086, -18
1140, 1765, -3
1141, 2310, 12
1142, 1113, 1
1143, 411, -14
1144, 1254, -7
1145, 1746, 26
1146, 1263, -6
1147, -284, -20
1148, -406, -1
1149, 839, 9
1150, 20, 10
1151, -735, -13
1152, -337, -10
1153, 69, 16
1154, -1609, -15
1155, -2336, -7
1156, -1070, 4
1157, -349, 18
1158, -2482, -6
1159, -2196, -19
1160, -2759, -8
1161, -430, 13
1162, -2109, -1
1163, -2565, -8
1164, -1744, 8
1165, -1372, 21
1166, -2400, -28
1167, -4328, -58
1168, -2744, 2
1169, -1592, 22
1170, -2209, -6
1171, -3795, -8
1172, -2698, 6
1173, -1913, 12
1174, -1700, -6
1175, -3049, -15
1176, -3115, 2
1177, -1076, 24
1178, -2524, 16
1179, -4730, -13
1180, -2896, -12
1181, -1467, 11
1182, -2543, 1
1183, -4073, -6
1184, -3188, 6
1185, -601, 13
1186, -2026, -9
1187, -3057, -16
1188, -2054, 7
1189, -442, 21
1190, -1796, -11
1191, -2940, -12
1192, -1317, -15
1193, -109, 21
1194, -925, -4
1195, -1760, -10
1196, -102, 5
1197, 382, 14
1198, -341, 2
1199, -1360, -54
1200, -397, 0
1201, 1564, 18
1202, 514, 8
1203, -188, -19
1204, 454, -4
1205, 2386, 14
1206, 1208, 9
1207, 2, -11
1208, 1821, -11
1209, 2336, 23
1210, 1184, 3
1211, 576, -29
1212, 872, 0
1213, 3230, 44
1214, 2402, 4
1215, 416, -22
1216, 2540, -11
1217, 3796, 26
1218, 1640, 1
1219, 1771, -17
1220, 3053, -3
1221, 4183, 20
1222, 2042, -3
1223, 750, -23
1224, 3842, 0
1225, 4385, 32
1226, 2977, 0
1227, 2699, -16
1228, 2640, 7
1229, 4131, 13
1230, 2602, -2
1231, 2020, -19
1232, 2767, -7
1233, 3792, 37
1234, 2281, 1
1235, 1923, -14
1236, 2565, -7
1237, 3528, 20
1238, 2440, -1
1239, 1122, -21
1240, 1905, 7
1241, 2509, 15
1242, 2009, -4
1243, 221, -14
1244, 406, -24
1245, 1479, 23
1246, -92, 7
1247, -331, -27
1248, -192, 0
1249, 965, 44
1250, -44, -14
1251, -568, -12
1252, 658, 7
1253, 661, 23
1254, 67, -12
1255, -2179, -33
1256, -925, 13
1257, -172, 20
1258, -1624, -3
1259, -2506, -8
1260, -2420, -8
1261, -146, 16
1262, -2190, -6
1263, -3020, -13
1264, -2240, 0
1265, -1745, 17
1266, -3099, -6
1267, -4425, -11
1268, -3915, -1
1269, -2230, 15
1270, -2634, 0
1271, -3771, -19
1272, -2967, -3
1273, -1984, 11
1274, -3864, 9
1275, -4638, -13
1276, -3384, -5
1277, -1341, 16
1278, -3646, -5
1279, -4516, -8
1280, -2592, -5
1281, -1030, 12
1282, -2750, -5
1283, -4157, -13
1284, -2251, 8
1285, -1593, 22
1286, -2074, 6
1287, -2901, -24
1288, -1792, 0
1289, -1200, 16
1290, -2079, -3
1291, -2915, -28
1292, -1766, -11
1293, -731, 27
1294, -1038, -3
1295, -1015, -12
1296, 1031, 8
1297, 108, 15
1298, -1028, -2
1299, -1420, -21
1300, -16, -11
1301, 934, 15
1302, 1854, 9
1303, -844, -20
1304, 417, 4
1305, 1578, 18
1306, 1038, -11
1307, -197, -22
1308, 1181, -2
1309, 2218, 30
1310, 1735, -7
1311, 522, -23
1312, 1279, 10
1313, 3703, 27
1314, 2643, -3
1315, 820, -27
1316, 1883, 2
1317, 3476, 10
1318, 3440, 4
1319, 2294, -11
1320, 3585, 6
1321, 2494, 14
1322, 3486, -2
1323, 1534, -19
1324, 1905, -5
1325, 4360, 7
1326, 3676, -2
1327, 1883, -6
1328, 3116, 23
1329, 3515, 6
1330, 3121, -14
1331, 2522, -22
1332, 3186, -2
1333, 2985, 11
1334, 3487, 23
1335, 1273, -22
1336, 2560, -8
1337, 4010, 12
1338, 2227, 2
1339, -379, -20
1340, 2345, 0
1341, 2289, 14
1342, 1643, 4
1343, 481, -17
1344, 1100, -8
1345, 1517, 26
1346, 441, 6
1347, -669, -25
1348, 217, -11
1349, 2526, 11
1350, -243, 9
1351, -1354, -9
1352, 66, 11
1353, 576, -6
1354, -587, 10
1355, -1526, -20
1356, -1135, -15
1357, -581, 46
1358, -1177, 22
1359, -1528, -18
1360, -1948, 0
1361, -1638, 6
1362, -1609, 0
1363, -2813, -9
1364, -2492, 2
1365, -1550, 2
1366, -1687, 10
1367, -3669, -22
1368, -2651, 1
1369, -2021, 26
1370, -2118, 2
1371, -4018, -37
1372, -3112, 9
1373, -1305, 11
1374, -2141, 4
1375, -3959, -11
1376, -2271, 1
1377, -1265, 10
1378, -3171, -4
1379, -3839, -20
1380, -3427, -8
1381, -1522, 34
1382, -3207, -14
1383, -4209, -38
1384, -1913, 3
1385, -1991, 14
1386, -2701, -1
1387, -2788, -13
1388, -2649, -3
1389, -1162, 8
1390, -1106, 2
1391, -2533, -1
1392, -819, -5
1393, 308, 4
1394, -745, 5
1395, -2796, -12
1396, -865, -5
1397, 198, 11
1398, -1907, 11
1399, -509, -20
1400, 541, -1
1401, 963, 10
1402, 528, 8
1403, -974, -22
1404, 1107, -8
1405, 1940, 19
1406, 848, 4
1407, -147, -23
1408, 1879, 4
1409, 2782, 42
1410, 558, -7
1411, 691, -16
1412, 2843, -8
1413, 3389, 22
1414, 1394, -8
1415, 2479, -20
1416, 2923, 14
1417, 4037, 11
1418, 3138, -3
1419, 2192, -10
1420, 2803, -11
1421, 3808, 16
1422, 1786, 6
1423, 1859, -20
1424, 2809, 5
1425, 4123, 22
1426, 2452, 2
1427, 2436, -28
1428, 2760, 1
1429, 4387, 16
1430, 2688, -20
1431, 898, -2
1432, 2986, 10
1433, 3414, 12
1434, 3443, 1
1435, 1736, -26
1436, 2151, 4
1437, 2716, 15
1438, 2696, -4
1439, 1251, -20
1440, 2781, 20
1441, 2198, 22
1442, 1605, -16
1443, -527, -17
1444, 1692, 12
1445, 769, 16
1446, 554, -19
1447, -544, -12
1448, -168, -1
1449, 1149, 15
1450, -682, 1
1451, -951, -12
1452, -146, -1
1453, 334, 17
1454, -1032, -14
1455, -1600, -26
1456, -975, 1
1457, 161, 20
1458, -1906, -7
1459, -2470, -8
1460, -1827, -4
1461, -709, 22
1462, -1406, -6
1463, -2683, -30
1464, -2269, 4
1465, -1939, 12
1466, -2329, 13
1467, -4277, -13
1468, -2665, -6
1469, -2227, 6
1470, -2029, 4
1471, -3514, -16
1472, -2512, 12
1473, -1880, 14
1474, -3352, 4
1475, -3906, -52
1476, -3630, 13
1477, -1781, 3
1478, -3901, 3
1479, -4060, -11
1480, -3038, -4
1481, -1413, 18
1482, -2542, -9
1483, -3300, -12
1484, -2710, 3
1485, -1225, 13
1486, -2937, -5
1487, -2247, -11
1488, -2372, 1
1489, -400, 21
1490, -1707, -10
1491, -3176, -17
1492, -618, -5
1493, -687, 15
1494, -649, 7
1495, -2165, -10
1496, -646, 0
1497, 768, 8
1498, -1058, 4
1499, -1353, -25
1500, -140, 1
1501, 706, 14
1502, -134, 10
1503, -1373, -14
1504, 656, 3
1505, 2012, 14
1506, 1041, -6
1507, -729, -13
1508, 1843, -12
1509, 3001, 23
1510, 2012, -10
1511, -52, -14
1512, 1822, -1
1513, 4009, 21
1514, 2290, 1
1515, 1945, -26
1516, 2054, -6
1517, 3728, 16
1518, 3567, -12
1519, 1506, -3
1520, 3168, -6
1521, 5346, 22
1522, 2714, -1
1523, 1852, -26
1524, 3075, 11
1525, 5213, 7
1526, 2698, 5
1527, 2792, -21
1528, 3151, 1
1529, 3584, 22
1530, 2529, -16
1531, 977, -14
